No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Nanga Siyai;6110070001;Nanga Siyai;61.10.04.2007
2;Laman Mumbung;6110070002;Laman Mumbung;61.10.04.2009
3;Mawang Mentatai;6110070003;Nanga Mawang Mentatai;61.10.04.2008
4;Melona;6110070004;---;---
5;Menukung Kota;6110070005;Menukung Kota;61.10.04.2001
6;Nanga Ella Hulu;6110070006;Nanga Ella Hulu;61.10.04.2002
7;Tanjung Beringin;6110070007;Tanjung Beringin;61.10.04.2005
8;Landau Leban;6110070008;Langau Leban Satu;61.10.04.2004
9;Sungai Sampuk;6110070009;Sungai Sampuk;61.10.04.2003
10;Belaban Ella;6110070010;Belaban Ella;61.10.04.2010
11;Sungai Sampak;6110070011;Sungai Sampuk;61.10.04.2003
12;Nusa Poring;6110070012;Nusa Poring;61.10.04.2014
13;Batu Onap;6110070013;Batu Onap;61.10.04.2015
14;Batu Badak;6110070014;Batu Badak;61.10.04.2016
15;Lihai;6110070015;Lihai;61.10.04.2018
16;Nanga Keruab;6110070016;Nanga Keruap;61.10.04.2012
17;Pelaik Keruab;6110070017;Pelaik Keruap;61.10.04.2011
18;Oyah;6110070018;Oyah;61.10.04.2017
19;Batas Nangka;6110070019;Batas Nangka;61.10.04.2013
