No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kiltai;8107020021;Kiltay;81.05.02.2002
2;Kilwaru;8107020022;Kilwaru;81.05.02.2003
3;Geser;8107020023;Geser;81.05.02.2001
4;Kellu;8107020024;Kellu;81.05.02.2004
5;Keffing;8107020025;Keffing;81.05.02.2005
6;Urung;8107020026;Urung;81.05.02.2006
7;Kilfura;8107020040;Kilfura;81.05.02.2028
8;Kwamor Besar Witau;8107020041;Kwawor Besar Witau;81.05.02.2049
9;Kwamor Besar Ena;8107020042;Kwawor Besar Ena;81.05.02.2048
10;Kwamor Kecil Mata Wawa;8107020043;Kwawor Kecil Mata Wawa;81.05.02.2047
11;Kwamor Kecil Mata Ata;8107020044;Kwawor Kecil Mata Ata;81.05.02.2046
12;Guli-guli;8107020045;Guli-guli;81.05.02.2050
13;Manggis;8107020046;Manggis;81.05.02.2051
14;Ainena;8107020047;Ainena;81.05.02.2052
15;Mugusinis;8107020048;Mugusinis;81.05.02.2053
16;Akat Fadedo;8107020049;Akatfadedo;81.05.02.2054
