No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Madidir;7172010;Madidir;71.72.02
2;Matuari;7172011;Matuari;71.72.05
3;Girian;7172012;Girian;71.72.06
4;Lembeh Selatan;7172021;Lembeh Selatan;71.72.01
5;Lembeh Utara;7172022;Lembeh Utara;71.72.08
6;Aertembaga;7172030;Aertembaga;71.72.04
7;Maesa;7172031;Maesa;71.72.07
8;Ranowulu;7172040;Ranowulu;71.72.03
