No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Donorojo;3501010;Donorojo;35.01.01
2;Punung;3501020;Punung;35.01.03
3;Pringkuku;3501030;Pringkuku;35.01.02
4;Pacitan;3501040;Pacitan;35.01.04
5;Kebonagung;3501050;Kebonagung;35.01.05
6;Arjosari;3501060;Arjosari;35.01.06
7;Nawangan;3501070;Nawangan;35.01.07
8;Bandar;3501080;Bandar;35.01.08
9;Tegalombo;3501090;Tegalombo;35.01.09
10;Tulakan;3501100;Tulakan;35.01.10
11;Ngadirojo;3501110;Ngadirojo;35.01.11
12;Sudimoro;3501120;Sudimoro;35.01.12
