No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sumber Rahayu;1609080001;Sumber Rahayu;16.08.09.2011
2;Sri Bantolo;1609080002;Sri Bantolo;16.08.09.2010
3;Purwosari;1609080003;Purwosari;16.08.09.2015
4;Tanjung Kemuning;1609080008;Tanjung Kemuning;16.08.09.2004
5;Margo Mulyo;1609080010;Margo Mulyo;16.08.09.2012
6;Karang Manik;1609080011;Karang Manik;16.08.09.2016
7;Raman Jaya;1609080012;Raman Jaya;16.08.09.2005
8;Tegal Sari;1609080013;Tegal Sari;16.08.09.2009
9;Sumber Jaya;1609080014;Sumber Jaya;16.08.09.2006
10;Sumber Sari;1609080015;Sumber Sari;16.08.09.2008
11;Sumber Harapan;1609080016;Sumber Harapan;16.08.09.2017
12;Keli Rejo;1609080017;Keli Rejo;16.08.09.2018
13;Sumber Rejo;1609080018;Sumber Rejo;16.08.09.2007
14;Toto Rejo;1609080019;Toto Rejo;16.08.09.2019
15;Kemuning Jaya;1609080020;Kemuning Jaya;16.08.09.2021
16;Bangun Rejo;1609080021;Bangun Rejo;16.08.09.2022
17;Srijaya;1609080022;Srijaya;16.08.09.2025
18;Batu Mas;1609080023;Batu Mas;16.08.09.2023
19;Suka Jaya;1609080024;Suka Jaya;16.08.09.2024
20;Karang Jaya;1609080025;Karang Jaya;16.08.09.2020
21;Darma Buana;1609080026;Darma Buana;16.08.09.2027
22;Tegal Besar;1609080027;Tegal Besar;16.08.09.2026
23;Rejo Mulyo;1609080028;Rejo Mulyo;16.08.09.2028
24;Purworejo;1609080029;Purworejo;16.08.09.2029
25;Sumber Makmur;1609080030;---;---
26;Budi Luhur;1609080031;---;---
27;Margo Mulyo Makmur;1609080032;---;---
