No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Penosan;1113011001;Penosan;11.13.09.2001
2;Penosan Sepakat;1113011002;Penosan Sepakat;11.13.09.2006
3;Gegarang;1113011003;Gegarang;11.13.09.2004
4;Peparik Gaib;1113011004;Peparik Gaib;11.13.09.2005
5;Tingkem;1113011005;Tingkem;11.13.09.2007
6;Sekuelen;1113011006;Sekuelen;11.13.09.2002
7;Akul;1113011007;Akul;11.13.09.2003
8;Ketukah;1113011008;Ketukah;11.13.09.2008
9;Blang Jerango;1113011009;Blang Jerango;11.13.09.2010
10;Peparik Dekat;1113011010;Peparik Dekat;11.13.09.2009
