No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sungai Boh;6501010;Sungai Boh;65.02.09
2;Kayan Selatan;6501020;Kayan Selatan;65.02.10
3;Kayan Hulu;6501030;Kayan Hulu;65.02.05
4;Kayan Hilir;6501040;Kayan Hilir;65.02.04
5;Pujungan;6501050;Pujungan;65.02.03
6;Bahau Hulu;6501060;Bahau Hulu;65.02.11
7;Sungai Tubu;6501070;Sungai Tubu;65.02.15
8;Malinau Selatan Hulu;6501080;Malinau Selatan Hulu;65.02.14
9;Malinau Selatan;6501090;Malinau Selatan;65.02.06
10;Malinau Selatan Hilir;6501100;Malinau Selatan Hilir;65.02.13
11;Mentarang;6501110;Mentarang;65.02.01
12;Mentarang Hulu;6501120;Mentarang Hulu;65.02.12
13;Malinau Utara;6501130;Malinau Utara;65.02.07
14;Malinau Barat;6501140;Malinau Barat;65.02.08
15;Malinau Kota;6501150;Malinau Kota;65.02.02
