No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Candrajaya;3210090001;Candrajaya;32.10.08.2019
2;Ciomas;3210090002;Ciomas;32.10.08.2001
3;Padahanten;3210090010;Padahanten;32.10.08.2002
4;Sukahaji;3210090011;Sukahaji;32.10.08.2009
5;Cikalong;3210090012;Cikalong;32.10.08.2018
6;Babakan Manjeti;3210090013;Babakanmanjeti;32.10.08.2016
7;Cikoneng;3210090014;Cikoneng;32.10.08.2015
8;Palabuan;3210090015;Palabuan;32.10.08.2014
9;Cikeusik;3210090016;Cikeusik;32.10.08.2011
10;Salagedang;3210090017;Salagedang;32.10.08.2010
11;Tanjungsari;3210090018;Tanjungsari;32.10.08.2017
12;Jayi;3210090019;Jayi;32.10.08.2012
13;Nanggewer;3210090020;Nanggewer;32.10.08.2013
