No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tlanakan;3528010;Tlanakan;35.28.01
2;Pademawu;3528020;Pademawu;35.28.02
3;Galis;3528030;Galis;35.28.03
4;Larangan;3528040;Larangan;35.28.08
5;Pamekasan;3528050;Pamekasan;35.28.04
6;Proppo;3528060;Proppo;35.28.05
7;Palengaan;3528070;Palenggaan;35.28.06
8;Pegantenan;3528080;Pegantenan;35.28.07
9;Kadur;3528090;Kadur;35.28.12
10;Pakong;3528100;Pakong;35.28.09
11;Waru;3528110;Waru;35.28.10
12;Batu Marmar;3528120;Batumarmar;35.28.11
13;Pasean;3528130;Pasean;35.28.13
