No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tongkuno;7402010;Tongkuno;74.03.27
2;Tongkuno Selatan;7402011;Tongkuno Selatan;74.03.32
3;Parigi;7402020;Parigi;74.03.25
4;Bone;7402021;Bone;74.03.26
5;Marobo;7402022;Marobo;74.03.31
6;Kabawo;7402030;Kabawo;74.03.24
7;Kabangka;7402031;Kabangka;74.03.23
8;Kontukowuna;7402032;Kontu Kowuna;74.03.30
9;Kontunaga;7402061;Kontunaga;74.03.20
10;Watopute;7402062;Watopute;74.03.19
11;Katobu;7402070;Katobu;74.03.16
12;Lohia;7402071;Lohia;74.03.18
13;Duruka;7402072;Duruka;74.03.17
14;Batalaiworu;7402073;Batalaiwaru;74.03.15
15;Napabalano;7402080;Napabalano;74.03.06
16;Lasalepa;7402081;Lasalepa;74.03.14
17;Towea;7402083;Towea;74.03.37
18;Wakorumba Selatan;7402090;Wakorumba Selatan;74.03.13
19;Pasir Putih;7402091;Pasir Putih;74.03.28
20;Pasi Kolaga;7402092;Pasi Kolaga;74.03.33
21;Maligano;7402111;Maligano;74.03.07
22;Batukara;7402112;Batukara;74.03.34
