No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Uwapa;9404050;Uwapa;91.04.06
2;Menou;9404051;Menou;91.04.25
3;Dipa;9404052;Dipa;91.04.24
4;Yaur;9404060;Yaur;91.04.03
5;Teluk Umar;9404061;Teluk Umar;91.04.12
6;Wanggar;9404070;Wanggar;91.04.07
7;Nabire Barat;9404071;Nabire Barat;91.04.22
8;Nabire;9404080;Nabire;91.04.01
9;Teluk Kimi;9404081;Teluk Kimi;91.04.16
10;Napan;9404090;Napan;91.04.02
11;Makimi;9404091;Makimi;91.04.11
12;Wapoga;9404092;Wapoga;91.04.21
13;Kepulauan Moora;9404093;Moora;91.04.23
14;Siriwo;9404100;Siriwo;91.04.10
15;Yaro;9404110;Yaro;91.04.17
