No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Silenduk;1209150001;Silenduk;12.08.17.2001
2;Bah Tobu;1209150002;Bah Tobu;12.08.17.2002
3;Bandar Selamat;1209150003;Bandar Selamat;12.08.17.2003
4;Dolok Merangir Satu;1209150004;Dolok Merangir I;12.08.17.2008
5;Dolok Merangir Dua;1209150005;Dolok Merangir Ii;12.08.17.2009
6;Serbelawan;1209150006;Serbelawan;12.08.17.1015
7;Dolok Ilir Satu;1209150007;Dolok Ilir I;12.08.17.2004
8;Dolok Mainu;1209150008;Dolok Mainu;12.08.17.2007
9;Bahung Kahean;1209150009;Bahung Kahean;12.08.17.2006
10;Dolok Ilir Dua;1209150010;Dolok Ilir Ii;12.08.17.2005
11;Kahean;1209150011;Kahean;12.08.17.2010
12;Dolog Tenera;1209150012;Dolok Tenera;12.08.17.2011
13;Dolok Kataran;1209150013;Dolok Kataran;12.08.17.2012
14;Padang Mainu;1209150014;Padang Mainu;12.08.17.2013
15;Bahung Huluan;1209150015;Bahung Huluan;12.08.17.2014
16;Aman Sari;1209150016;Aman Sari;12.08.17.1016
