No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Rongga;3217010;Rongga;32.17.13
2;Gununghalu;3217020;Gununghalu;32.17.15
3;Sindangkerta;3217030;Sindangkerta;32.17.14
4;Cililin;3217040;Cililin;32.17.11
5;Cihampelas;3217050;Cihampelas;32.17.10
6;Cipongkor;3217060;Cipongkor;32.17.12
7;Batujajar;3217070;Batujajar;32.17.09
8;Saguling;3217071;Saguling;32.17.16
9;Cipatat;3217080;Cipatat;32.17.07
10;Padalarang;3217090;Padalarang;32.17.08
11;Ngamprah;3217100;Ngamprah;32.17.06
12;Parongpong;3217110;Parongpong;32.17.02
13;Lembang;3217120;Lembang;32.17.01
14;Cisarua;3217130;Cisarua;32.17.03
15;Cikalong Wetan;3217140;Cikalongwetan;32.17.04
16;Cipeundeuy;3217150;Cipeundeuy;32.17.05
