No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tapan;1302020001;Tapan;13.01.11.2001
2;Batang Arah Tapan;1302020003;Batang Arah Tapan;13.01.11.2007
3;Pasar Tapan;1302020005;Pasar Tapan;13.01.11.2002
4;Ampang Tulak Tapan;1302020006;Ampang Tulak Tapan;13.01.11.2008
5;Koto Anau Tapan;1302020009;Koto Anau Tapan;13.01.11.2018
6;Dusun Baru Tapan;1302020010;Dusun Baru Tapan;13.01.11.2019
7;Tanjung Pondok Tapan;1302020011;Tanjung Pondok Tapan;13.01.11.2009
8;Batang Betung Tapan;1302020015;Batang Betung Tapan;13.01.11.2010
9;Riak Danau Tapan;1302020016;Riak Danau Tapan;13.01.11.2017
10;Bukit Buai Tapan;1302020017;Bukit Buai Tapan;13.01.11.2016
