No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sula Besi Barat;8203010;Sulabesi Barat;82.05.03
2;Sulabesi Selatan;8203011;Sulabesi Selatan;82.05.09
3;Sanana;8203020;Sanana;82.05.02
4;Sula Besi Tengah;8203021;Sulabesi Tengah;82.05.07
5;Sulabesi Timur;8203022;Sulabesi Timur;82.05.08
6;Sanana Utara;8203023;Sanana Utara;82.05.18
7;Mangoli Timur;8203030;Mangoli Timur;82.05.01
8;Mangoli Tengah;8203031;Mangoli Tengah;82.05.11
9;Mangoli Utara Timur;8203032;Mangoli Utara Timur;82.05.10
10;Mangoli Barat;8203040;Mangoli Barat;82.05.06
11;Mangoli Utara;8203041;Mangoli Utara;82.05.13
12;Mangoli Selatan;8203042;Mangoli Selatan;82.05.12
