No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Tanah Putih;1409010;Tanah Putih;14.07.03
2;Pujud;1409011;Pujud;14.07.08
3;Tanah Putih Tanjung Melawan;1409012;Tanah Putih Tanjung Melawan;14.07.09
4;Rantau Kopar;1409013;Rantau Kopar;14.07.13
5;Tanjung Medan;1409014;Pujud;14.07.08
6;Bagan Sinembah;1409020;Bagan Sinembah;14.07.05
7;Simpang Kanan;1409021;Simpang Kanan;14.07.11
8;Bagan Sinembah Raya;1409022;Bagan Sinembah;14.07.05
9;Balai Jaya;1409023;Bagan Sinembah;14.07.05
10;Kubu;1409030;Kubu;14.07.01
11;Pasir Limau Kapas;1409031;Pasir Limau Kapas;14.07.06
12;Kubu Babussalam;1409032;Kubu Babussalam;14.07.15
13;Bangko;1409040;Bangko;14.07.02
14;Sinaboi;1409041;Sinaboi;14.07.07
15;Batu Hampar;1409042;Batu Hampar;14.07.12
16;Pekaitan;1409043;Pekaitan;14.07.14
17;Rimba Melintang;1409050;Rimba Melintang;14.07.04
18;Bangko Pusako;1409051;Bangko Pusako;14.07.10
