No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Puudongi;7404013001;Puudongi;74.01.25.2002
2;Tanggeau;7404013002;Tanggeau;74.01.25.2004
3;Plasma Jaya;7404013003;Plasma Jaya;74.01.25.2003
4;Polinggona;7404013004;Polinggona;74.01.25.1001
5;Wulonggere;7404013005;Wulonggere;74.01.25.2005
6;Pondouwaee;7404013006;Pondowae;74.01.25.2006
7;Lamondape;7404013007;Lamondape;74.01.25.2007
