No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Durian;7105090001;Durian;71.05.08.2009
2;Poigar Ii;7105090002;Poigar Ii;71.05.08.2008
3;Poigar I;7105090003;Poigar I;71.05.08.2007
4;Tanamon;7105090004;Tanamon;71.05.08.2010
5;Aergale;7105090005;Aergale;71.05.08.2006
6;Ongkaw Ii;7105090006;Ongkaw Ii;71.05.08.2005
7;Ongkaw I;7105090007;Ongkaw I;71.05.08.2004
8;Tiniawangko;7105090008;Tiniawangko;71.05.08.2003
9;Boyong Pante;7105090009;Boyongpante;71.05.08.2002
10;Blongko;7105090010;Blongko;71.05.08.2001
11;Tanamon Utara;7105090011;Tanamon Utara;71.05.08.2013
12;Ongkaw Tiga;7105090012;Ongkaw Tiga;71.05.08.2011
13;Boyong Pante Dua;7105090013;Boyongpante Dua;71.05.08.2012
