No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Koba;1904010;Koba;19.04.01
2;Lubuk Besar;1904011;Lubuk Besar;19.04.06
3;Pangkalan Baru;1904020;Pangkalan Baru;19.04.02
4;Namang;1904021;Namang;19.04.05
5;Sungai Selan;1904030;Sungai Selan;19.04.03
6;Simpang Katis;1904040;Simpang Katis;19.04.04
