No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sungai Tunu;1302050001;Sungai Tunu;13.01.02.2002
2;Palangai;1302050002;Pelangai;13.01.02.2001
3;Sungai Tunu Barat;1302050003;Sungai Tunu Barat;13.01.02.2004
4;Sungai Tunu Utara;1302050004;Sungai Tunu Utara;13.01.02.2003
5;Nyiur Melambai Pelangai;1302050005;Nyiur Melambai Pelangai;13.01.02.2005
6;Pelangai Kaciak;1302050006;Pelangai Kaciak;13.01.02.2009
7;Pelangai Gadang;1302050007;Pelangai Gadang;13.01.02.2008
8;Koto Viii Pelangai;1302050008;Koto Viii Pelangai;13.01.02.2007
9;Pasia Pelangai;1302050009;Pasia Pelangai;13.01.02.2010
10;Sungai Liku Pelangai;1302050010;Sungai Liku Pelangai;13.01.02.2006
