No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Watu Tango;5313140007;Watu Tango;53.10.11.2016
2;Bajak;5313140008;Bajak;53.10.11.2010
3;Ruis;5313140009;Ruis;53.10.11.2009
4;Mata Air;5313140010;Mata Air;53.10.11.1018
5;Salama;5313140011;Salama;53.10.11.2012
6;Reo;5313140012;Reo;53.10.11.1017
7;Baru;5313140013;Baru;53.10.11.1019
8;Wangkung;5313140014;Wangkung;53.10.11.1020
9;Robek;5313140015;Robek;53.10.11.2001
10;Watu Baur;5313140016;Watu Baur;53.10.11.2011
