No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Muara Kuang;1610010;Muara Kuang;16.10.01
2;Rambang Kuang;1610011;Rambang Kuang;16.10.14
3;Lubuk Keliat;1610012;Lubuk Keliat;16.10.15
4;Tanjung Batu;1610020;Tanjung Batu;16.10.02
5;Payaraman;1610021;Payaraman;16.10.16
6;Rantau Alai;1610030;Rantau Alai;16.10.06
7;Kandis;1610031;Kandis;16.10.13
8;Tanjung Raja;1610040;Tanjung Raja;16.10.03
9;Rantau Panjang;1610041;Rantau Panjang;16.10.11
10;Sungai Pinang;1610042;Sungai Pinang;16.10.12
11;Pemulutan;1610050;Pemulutan;16.10.05
12;Pemulutan Selatan;1610051;Pemulutan Selatan;16.10.09
13;Pemulutan Barat;1610052;Pemulutan Barat;16.10.10
14;Indralaya;1610060;Indralaya;16.10.04
15;Indralaya Utara;1610061;Indralaya Utara;16.10.07
16;Indralaya Selatan;1610062;Indralaya Selatan;16.10.08
