No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Karang Buah;1802110001;Karang Buah;18.06.09.2001
2;Sawang Balak;1802110002;Sawang Balak;18.06.09.2002
3;Sukaraja;1802110012;Sukaraja;18.06.09.2008
4;Banjar Negeri;1802110013;Banjar Negeri;18.06.09.2009
5;Gedung;1802110014;Gedung;18.06.09.2010
6;Kejadianlom;1802110015;Kejadian Lom;18.06.09.2007
7;Sukapadang;1802110016;Suka Padang;18.06.09.2011
8;Kacamarga;1802110017;Kacamarga;18.06.09.2012
9;Pampangan;1802110018;Pampangan;18.06.09.2013
10;Tanjung Jati;1802110019;Tanjung Jati;18.06.09.2006
11;Tanjung Raja;1802110021;Tanjung Raja;18.06.09.2004
12;Way Rilau;1802110022;Way Rilau;18.06.09.2003
13;Tengor;1802110023;Tengor;18.06.09.2005
14;Banjar Manis;1802110024;Banjar Manis;18.06.09.2014
15;Tanjung Betuah;1802110025;Tanjung Betuah;18.06.09.2015
16;Putih Doh;1802110026;Putih Doh;18.06.09.2016
17;Pekon Doh;1802110027;Pekondoh;18.06.09.2017
18;Kubu Langka;1802110038;Kubulangka;18.06.09.2028
19;Kuta Kakhang;1802110039;Kutakakhang;18.06.09.2029
20;Suka Banjar;1802110040;Suka Banjar;18.06.09.2030
