No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Waifual;8105033001;Waifual;81.07.06.2002
2;Wafan;8105033002;Wafan;81.07.06.2003
3;Langhalau;8105033003;Langhalau;81.07.06.2004
4;Gomsey;8105033004;Gomsey;81.07.06.2005
5;Leiting;8105033005;Leiting;81.07.06.2006
6;Berdefan;8105033006;Bardefan;81.07.06.2007
7;Mohongsel;8105033007;Mohongsel;81.07.06.2008
8;Kolaha;8105033008;Kolaha;81.07.06.2009
9;Goda Goda;8105033009;Goda-goda;81.07.06.2010
