No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Ranoketang Atas;7109060009;Ranoketang Atas;71.07.06.2003
2;Toundanou;7109060010;Tondanauw;71.07.06.2004
3;Lobu Dua;7109060011;Lobu Dua;71.07.06.2006
4;Lobu Satu;7109060012;Lobu Satu;71.07.06.2005
5;Toundanou Satu;7109060015;Tondanouw Satu;71.07.06.2017
6;Ranoketang Atas Satu;7109060018;Ranoketang Atas Satu;71.07.06.2019
7;Toundanou Atas;7109060019;Toundanouw Atas;71.07.06.2018
8;Lobu;7109060020;Lobu;71.07.06.2022
9;Lobu Kota;7109060021;Lobu Kota;71.07.06.2020
10;Lobu Atas;7109060022;Lobu Atas;71.07.06.2021
