No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sebangki;6103020;Sebangki;61.08.10
2;Ngabang;6103030;Ngabang;61.08.01
3;Jelimpo;6103031;Jelimpo;61.08.11
4;Sengah Temila;6103040;Sengah Temila;61.08.07
5;Mandor;6103050;Mandor;61.08.04
6;Menjalin;6103060;Menjalin;61.08.03
7;Mempawah Hulu;6103070;Mempawah Hulu;61.08.02
8;Sompak;6103071;Sompak;61.08.13
9;Menyuke;6103080;Menyuke;61.08.06
10;Banyuke Hulu;6103081;Banyuke Hulu;61.08.12
11;Meranti;6103090;Meranti;61.08.08
12;Kuala Behe;6103100;Kuala Behe;61.08.09
13;Air Besar;6103110;Air Besar;61.08.05
