No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sedaraja;3210031001;Sedareja;32.10.23.2001
2;Cintaasih;3210031002;Cintaasih;32.10.23.2012
3;Cidadap;3210031003;Cidadap;32.10.23.2002
4;Maniis;3210031004;Maniis;32.10.23.2003
5;Rawa;3210031005;Rawa;32.10.23.2010
6;Nagarakembang;3210031006;Nagarakembang;32.10.23.2004
7;Wangkelang;3210031007;Wangkelang;32.10.23.2005
8;Cimanggugirang;3210031008;Cimanggu;32.10.23.2006
9;Ciranjeng;3210031009;Ciranjeng;32.10.23.2009
10;Cingambul;3210031010;Cingambul;32.10.23.2007
11;Muktisari;3210031011;Muktisari;32.10.23.2013
12;Cikondang;3210031012;Cikondang;32.10.23.2008
13;Kondangmekar;3210031013;Kondangmekar;32.10.23.2011
