No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bilato;7502044001;Bilato;75.01.23.2002
2;Ilomata;7502044002;Ilomata;75.01.23.2003
3;Pelehu;7502044003;Pelehu;75.01.23.2006
4;Taulaa;7502044004;Taula'a;75.01.23.2004
5;Juriya;7502044005;Juriya;75.01.23.2005
6;Bumela;7502044006;Bumela;75.01.23.2007
7;Totopo;7502044007;Totopo;75.01.23.2001
8;Suka Damai;7502044008;Suka Damai;75.01.23.2010
9;Lamahu;7502044009;Lamahu;75.01.23.2008
10;Musyawarah;7502044010;Musyawarah;75.01.23.2009
