No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Kemangkon;3303010;Kemangkon;33.03.01
2;Bukateja;3303020;Bukateja;33.03.02
3;Kejobong;3303030;Kejobong;33.03.03
4;Pengadegan;3303040;Pengadegan;33.03.16
5;Kaligondang;3303050;Kaligondang;33.03.04
6;Purbalingga;3303060;Purbalingga;33.03.05
7;Kalimanah;3303070;Kalimanah;33.03.06
8;Padamara;3303080;Padamara;33.03.15
9;Kutasari;3303090;Kutasari;33.03.07
10;Bojongsari;3303100;Bojongsari;33.03.14
11;Mrebet;3303110;Mrebet;33.03.08
12;Bobotsari;3303120;Bobotsari;33.03.09
13;Karangreja;3303130;Karangreja;33.03.10
14;Karangjambu;3303131;Karangjambu;33.03.17
15;Karanganyar;3303140;Karanganyar;33.03.11
16;Kertanegara;3303141;Kertanegara;33.03.18
17;Karangmoncol;3303150;Karangmoncol;33.03.12
18;Rembang;3303160;Rembang;33.03.13
