No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Masaha;6203181001;Masaha;62.03.15.2001
2;Sei Pinang;6203181002;Sei Pinang;62.03.15.2002
3;Tanjung Rendan;6203181003;Tanjung Rendan;62.03.15.2008
4;Tumbang Tihis;6203181004;Tumbang Tihis;62.03.15.2006
5;Lawang Tamang;6203181005;Lawang Tamang;62.03.15.2003
6;Karetau Manta`a;6203181006;Karetau Manta'a;62.03.15.2004
7;Tumbang Manyarung;6203181007;Tumbang Manyarung;62.03.15.2007
8;Tumbang Bokoi;6203181008;Tumbang Bukoi;62.03.15.2005
9;Jakatan Masaha;6203181009;Jakatan Masaha;62.03.15.2009
10;Masupa Ria;6203181010;Masupa Ria;62.03.15.2010
