No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bagendung;3672030001;Bagendung;36.72.02.1001
2;Ciwedus;3672030002;Ciwedus;36.72.02.1002
3;Bendungan;3672030003;Bendungan;36.72.02.1003
4;Ciwaduk;3672030004;Ciwaduk;36.72.02.1005
5;Ketileng;3672030005;Ketileng;36.72.02.1004
