No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Donggala;7404070010;Donggala;74.01.10.2002
2;Ulu Lapao-pao;7404070011;Ululapao-pao;74.01.10.2003
3;Lapao-pao;7404070012;Lapao-pao;74.01.10.2009
4;Tolowe Ponre Waru;7404070013;Tolowe Ponrewaru;74.01.10.2008
5;Langgomali;7404070014;Langgomali;74.01.10.2010
6;Ulu Wolo;7404070015;Ulu Wolo;74.01.10.1007
7;Wolo;7404070016;Wolo;74.01.10.1001
8;Lalonaha;7404070017;Lalonaha;74.01.10.2011
9;L A N A;7404070018;Lana;74.01.10.2012
10;Muara Lapao Pao;7404070024;Muara Lapao-pao;74.01.10.2016
11;Lalonggopi;7404070025;Lalonggopi;74.01.10.2015
12;Samaenre;7404070027;Samaenre;74.01.10.2018
13;Iwoimapuro;7404070028;Iwoimopuro;74.01.10.2019
14;Ulu Rina;7404070029;Ulu Rina;74.01.10.2021
