No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sempe;5204100001;Sempe;52.04.10.2001
2;Semamung;5204100002;Semamung;52.04.10.2002
3;Sebasang;5204100003;Sebasang;52.04.10.2003
4;Batutering;5204100004;Batu Tering;52.04.10.2004
5;Batubulan;5204100005;Batu Bulan;52.04.10.2005
6;Mokong;5204100006;Mokong;52.04.10.2006
7;Pernek;5204100007;Pernek;52.04.10.2007
8;Leseng;5204100008;Leseng;52.04.10.2008
9;Lito;5204100009;Lito;52.04.10.2009
10;Marga Karya;5204100010;Marga Karya;52.04.10.2010
11;Berang Rea;5204100011;Brang Rea;52.04.10.2012
12;Maman;5204100012;Maman;52.04.10.2011
