No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Antasan Senor Ilir;6303051001;Antasan Senor Ilir;63.03.15.2020
2;Antasan Senor;6303051002;Antasan Senor;63.03.15.2003
3;Tambak Anyar Ilir;6303051003;Tambak Anyar Ilir;63.03.15.2016
4;Tambak Anyar;6303051004;Tambak Anyar;63.03.15.2004
5;Tambak Anyar Ulu;6303051005;Tambak Anyar Ulu;63.03.15.2009
6;Pematang Baru;6303051006;Pematang Baru;63.03.15.2010
7;Melayu Ulu;6303051007;Melayu;63.03.15.2005
8;Mekar;6303051008;Mekar;63.03.15.2015
9;Pekauman Ulu;6303051009;Pekauman Ulu;63.03.15.2014
10;Pekauman;6303051010;Pekauman;63.03.15.2001
11;Pekauman Dalam;6303051011;Pekauman Dalam;63.03.15.2019
12;Keramat Baru;6303051012;Keramat Baru;63.03.15.2018
13;Keramat;6303051013;Keramat;63.03.15.2002
14;Melayu Tengah;6303051014;Melayu Tengah;63.03.15.2011
15;Melayu Ilir;6303051015;Melayu Ilir;63.03.15.2006
16;Dalam Pagar Ulu;6303051016;Dalam Pagar Ulu;63.03.15.2013
17;Akar Baru;6303051017;Akar Baru;63.03.15.2012
18;Akar Bagantung Ulu;6303051018;Akar Begantung Ulu;63.03.15.2007
19;Dalam Pagar;6303051019;Dalam Pagar;63.03.15.2008
20;Sungai Kitano;6303051020;---;---
