No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Cipang Kiri Hulu;1407010001;Cipang Kiri Hulu;14.06.02.2003
2;Cipang Kiri Hilir;1407010002;Cipang Kiri Hilir;14.06.02.2004
3;Sikebau Jaya;1407010007;Sikebau Jaya;14.06.02.2010
4;Lubuk Bendahara;1407010008;Lubuk Bendahara;14.06.02.2008
5;Lubuk Bendahara Timur;1407010009;Lubuk Bendahara Timur;14.06.02.2007
6;Tanjung Medan;1407010010;Tanjung Medan;14.06.02.2006
7;Rokan;1407010011;Rokan;14.06.02.1001
8;Cipang Kanan;1407010012;Cipang Kanan;14.06.02.2002
9;Rokan Koto Ruang;1407010013;Rokan Koto Ruang;14.06.02.2013
10;Rokan Timur;1407010014;Rokan Timur;14.06.02.2014
11;Tibawan;1407010015;Tibawan;14.06.02.2019
12;Lubuk Betung;1407010016;Lubuk Betung;14.06.02.2016
13;Alahan;1407010017;Alahan;14.06.02.2018
14;Pemandang;1407010018;Pemandang;14.06.02.2017
