No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Segati;1404010001;Segati;14.05.05.2004
2;Sotol;1404010002;Sotol;14.05.05.2005
3;Tambak;1404010003;Tambak;14.05.05.2002
4;Langkan;1404010004;Langkan;14.05.05.2007
5;Pangkalan Gondai;1404010005;Pangkalan Gondai;14.05.05.2006
6;Penarikan;1404010006;Penarikan;14.05.05.2003
7;Langgam;1404010007;Langgam;14.05.05.1001
8;Padang Luas;1404010008;Padang Luas;14.05.05.2008
