No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kabinuang;7206020001;Kabinuang;72.04.02.2002
2;Ogotua;7206020002;Ogotua;72.04.02.2003
3;Bambapula;7206020003;Bambapula;72.04.02.2005
4;Malambigu;7206020004;Malambigu;72.04.02.2006
5;Tompoh;7206020005;Tompoh;72.04.02.2004
6;Banagan;7206020006;Banagan;72.04.02.2001
7;Simatang Tanjung;7206020007;Simatang Tanjung;72.04.02.2007
8;Simatang Utara;7206020008;Simatang Utara;72.04.02.2008
9;Sese;7206020009;Sese;72.04.02.2009
10;Ogolali;7206020010;Ogolali;72.04.02.2010
11;Balaroa;7206020011;Balaroa;72.04.02.2011
12;Balaroa;7206020011;Balaroa;72.04.02.2011
13;Stadong;7206020012;Stadong;72.04.02.2012
