No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Adolina;1218100010;Adolina;12.18.02.2001
2;Melati Dua;1218100011;Melati Ii;12.18.02.2020
3;Tanjung Buluh;1218100013;Tanjung Buluh;12.18.02.2035
4;Sei Buluh;1218100014;Sei Buluh;12.18.02.2031
5;Sei Sijenggi;1218100015;Sei Sijenggi;12.18.02.2033
6;Deli Muda Hulu;1218100016;Deli Muda Hulu;12.18.02.2007
7;Melati Satu;1218100020;Melati I;12.18.02.1038
8;Citaman Jernih;1218100021;Citaman Jernih;12.18.02.2006
9;Batang Terab;1218100022;Batang Terap;12.18.02.1040
10;Simpang Tiga Pekan;1218100023;Simpang Tiga Pekan;12.18.02.1039
11;Kota Galuh;1218100024;Kota Galuh;12.18.02.2013
12;Tualang;1218100025;Tualang;12.18.02.1041
13;Bengkel;1218100026;Bengkel;12.18.02.2003
14;Deli Muda Hilir;1218100027;Deli Muda Hilir;12.18.02.2008
15;Tanah Merah;1218100028;Tanah Merah;12.18.02.2034
16;Lubuk Bayas;1218100029;Lubuk Bayas;12.18.02.2016
17;Sei Naga Lawan;1218100030;Sei Nagalawan;12.18.02.2032
18;Lubuk Rotan;1218100031;Lubuk Rotan;12.18.02.2019
19;Kesatuan;1218100032;Kesatuan;12.18.02.2012
20;Lidah Tanah;1218100033;Lidah Tanah;12.18.02.2015
21;Pematang Tatal;1218100034;Pematang Tatal;12.18.02.2025
22;Lubuk Dendang;1218100035;Lubuk Dendang;12.18.02.2018
23;Suka Beras;1218100036;Suka Beras;12.18.02.2028
24;Cinta Air;1218100037;Cinta Air;12.18.02.2005
25;Pematang Sijonam;1218100038;Pematang Sijonam;12.18.02.2024
26;Lubuk Cemara;1218100039;Lubuk Cemara;12.18.02.2017
27;Jambur Pulau;1218100040;Jambur Pulau;12.18.02.2009
28;Suka Jadi;1218100041;Sukajadi;12.18.02.2029
