No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Penindaian;1603010001;Penindaian;16.03.08.2001
2;Babatan;1603010002;Babatan;16.03.08.2002
3;Muara Dua;1603010003;Muara Dua;16.03.08.2003
4;Pulau Panggung;1603010004;Pulau Panggung;16.03.08.2008
5;Muara Danau;1603010005;Muara Danau;16.03.08.2004
6;Penyandingan;1603010006;Penyandingan;16.03.08.2005
7;Tanah Abang;1603010007;Tanah Abang;16.03.08.2006
8;Karya Nyata;1603010008;Karya Nyata;16.03.08.2009
9;Pagar Agung;1603010009;Pagar Agung;16.03.08.2007
10;Perapau;1603010010;Perapau;16.03.08.2010
