No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Toba;6105010;Toba;61.03.13
2;Meliau;6105020;Meliau;61.03.20
3;Kapuas;6105060;Kapuas;61.03.01
4;Mukok;6105070;Mukok;61.03.02
5;Jangkang;6105120;Jangkang;61.03.04
6;Bonti;6105130;Bonti;61.03.05
7;Parindu;6105140;Parindu;61.03.09
8;Tayan Hilir;6105150;Tayan Hilir;61.03.11
9;Balai;6105160;Balai;61.03.12
10;Tayan Hulu;6105170;Tayan Hulu;61.03.10
11;Kembayan;6105180;Kembayan;61.03.08
12;Beduai;6105190;Beduai;61.03.06
13;Noyan;6105200;Noyan;61.03.03
14;Sekayam;6105210;Sekayam;61.03.07
15;Entikong;6105220;Entikong;61.03.21
