No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Toili;7202010;Toili;72.01.09
2;Toili Barat;7202011;Toili Barat;72.01.12
3;Moilong;7202012;Moilong;72.01.14
4;Batui;7202020;Batui;72.01.01
5;Batui Selatan;7202021;Batui Selatan;72.01.15
6;Bunta;7202030;Bunta;72.01.02
7;Nuhon;7202031;Nuhon;72.01.13
8;Simpang Raya;7202032;Simpang Raya;72.01.17
9;Kintom;7202040;Kintom;72.01.03
10;Luwuk;7202050;Luwuk;72.01.04
11;Luwuk Timur;7202051;Luwuk Timur;72.01.11
12;Luwuk Utara;7202052;Luwuk Utara;72.01.21
13;Luwuk Selatan;7202053;Luwuk Selatan;72.01.20
14;Nambo;7202054;Nambo;72.01.23
15;Pagimana;7202060;Pagimana;72.01.07
16;Bualemo;7202061;Bualemo;72.01.08
17;Lobu;7202062;Lobu;72.01.16
18;Lamala;7202070;Lamala;72.01.05
19;Masama;7202071;Masama;72.01.10
20;Mantoh;7202072;Mantoh;72.01.22
21;Balantak;7202080;Balantak;72.01.06
22;Balantak Selatan;7202081;Balantak Selatan;72.01.18
23;Balantak Utara;7202082;Balantak Utara;72.01.19
