No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Barakkah;7413040001;Barakkah;74.13.05.2005
2;Sangia Tiworo;7413040002;Sangia Tiworo;74.13.05.2004
3;Kasimpa Jaya;7413040003;Kasimpa Jaya;74.13.05.2003
4;Katangana;7413040004;Katangana;74.13.05.2002
5;Parura Jaya;7413040005;Parura Jaya;74.13.05.2001
