No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Kuala Semundam;1404032001;Kuala Semundam;14.05.12.2001
2;Rawang Empat;1404032002;Rawang Empat;14.05.12.1002
3;Tambun;1404032003;Tambun;14.05.12.2003
4;Terbangiang;1404032004;Terbangiang;14.05.12.2004
5;Lubuk Terap;1404032005;Lubuk Terap;14.05.12.2005
6;Angkasa;1404032006;Angkasa;14.05.12.2006
7;Sialang Godang;1404032007;Sialang Godang;14.05.12.2007
8;Lubuk Raja;1404032008;Lubuk Raja;14.05.12.2008
9;Lubuk Keranji Timur;1404032009;Lubuk Keranji Timur;14.05.12.2009
10;Sialang Bungkuk;1404032010;Sialang Bungkuk;14.05.12.2011
11;Air Terjun;1404032011;Airterjun;14.05.12.2010
