No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Jatiluhur;3214010;Jatiluhur;32.14.03
2;Sukasari;3214011;Sukasari;32.14.15
3;Maniis;3214020;Maniis;32.14.07
4;Tegal Waru;3214030;Tegalwaru;32.14.08
5;Plered;3214040;Plered;32.14.04
6;Sukatani;3214050;Sukatani;32.14.05
7;Darangdan;3214060;Darangdan;32.14.06
8;Bojong;3214070;Bojong;32.14.11
9;Wanayasa;3214080;Wanayasa;32.14.09
10;Kiarapedes;3214081;Kiarapedes;32.14.17
11;Pasawahan;3214090;Pasawahan;32.14.10
12;Pondok Salam;3214091;Pondoksalam;32.14.16
13;Purwakarta;3214100;Purwakarta;32.14.01
14;Babakancikao;3214101;Babakancikao;32.14.12
15;Campaka;3214110;Campaka;32.14.02
16;Cibatu;3214111;Cibatu;32.14.14
17;Bungursari;3214112;Bungursari;32.14.13
