No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Bontomanai;7304051001;Bontomanai;73.04.10.2003
2;Rumbia;7304051002;Rumbia;73.04.10.2001
3;Lebang Manai;7304051003;Lebangmanai;73.04.10.2002
4;Lebang Manai Utara;7304051004;Lebangmanai Utara;73.04.10.2009
5;Pallantikang;7304051005;Pallantikang;73.04.10.2008
6;Bonto Cini;7304051006;Bontocini;73.04.10.2010
7;Bontotiro;7304051007;Bontotiro;73.04.10.2004
8;Kassi;7304051008;Kassi;73.04.10.2007
9;Loka;7304051009;Loka;73.04.10.2005
10;Tompobulu;7304051010;Tompobulu;73.04.10.2006
11;Ujung Bulu;7304051011;Ujung Bulu;73.04.10.2012
12;Jenetallasa;7304051012;Janetallasa;73.04.10.2011
