No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Sungai Raya;6102010;Sungai Raya;61.07.01
2;Capkala;6102011;Capkala;61.07.11
3;Sungai Raya Kepulauan;6102012;Sungai Raya Kepulauan;61.07.15
4;Samalantan;6102030;Samalantan;61.07.02
5;Monterado;6102031;Monterado;61.07.08
6;Lembah Bawang;6102032;Lembah Bawang;61.07.16
7;Bengkayang;6102040;Bengkayang;61.07.04
8;Teriak;6102041;Teriak;61.07.09
9;Sungai Betung;6102042;Sungai Betung;61.07.14
10;Ledo;6102050;Ledo;61.07.03
11;Suti Semarang;6102051;Suti Semarang;61.07.10
12;Lumar;6102052;Lumar;61.07.13
13;Sanggau Ledo;6102060;Sanggau Ledo;61.07.06
14;Tujuhbelas;6102061;Tujuh Belas;61.07.17
15;Seluas;6102070;Seluas;61.07.05
16;Jagoi Babang;6102080;Jagoi Babang;61.07.07
17;Siding;6102081;Siding;61.07.12
