No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Astanalanggar;3209030009;Astanalanggar;32.09.03.2001
2;Barisan;3209030010;Barisan;32.09.03.2002
3;Losari Kidul;3209030011;Losari Kidul;32.09.03.2003
4;Panggangsari;3209030012;Panggangsari;32.09.03.2004
5;Losari Lor;3209030013;Losari Lor;32.09.03.2005
6;Mulyasari;3209030014;Mulyasari;32.09.03.2006
7;Kalirahayu;3209030015;Kalirahayu;32.09.03.2007
8;Kalisari;3209030016;Kalisari;32.09.03.2008
9;Ambulu;3209030017;Ambulu;32.09.03.2009
10;Tawangsari;3209030018;Tawangsari;32.09.03.2010
