No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Selo;3309010;Selo;33.09.01
2;Ampel;3309020;Ampel;33.09.02
3;Cepogo;3309030;Cepogo;33.09.03
4;Musuk;3309040;Musuk;33.09.04
5;Boyolali;3309050;Boyolali;33.09.05
6;Mojosongo;3309060;Mojosongo;33.09.06
7;Teras;3309070;Teras;33.09.07
8;Sawit;3309080;Sawit;33.09.08
9;Banyudono;3309090;Banyudono;33.09.09
10;Sambi;3309100;Sambi;33.09.10
11;Ngemplak;3309110;Ngemplak;33.09.11
12;Nogosari;3309120;Nogosari;33.09.12
13;Simo;3309130;Simo;33.09.13
14;Karanggede;3309140;Karanggede;33.09.14
15;Klego;3309150;Klego;33.09.15
16;Andong;3309160;Andong;33.09.16
17;Kemusu;3309170;Kemusu;33.09.17
18;Wonosegoro;3309180;Wonosegoro;33.09.18
19;Juwangi;3309190;Juwangi;33.09.19
