No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Dadapkuning;3525050001;Dadapkuning;35.25.11.2001
2;Ngembung;3525050002;Ngembung;35.25.11.2006
3;Sukoanyar;3525050003;Sukoanyar;35.25.11.2007
4;Morowudi;3525050004;Morowudi;35.25.11.2013
5;Guranganyar;3525050005;Guranganyar;35.25.11.2011
6;Dampaan;3525050006;Dampaan;35.25.11.2005
7;Dooro;3525050007;Dooro;35.25.11.2004
8;Lengkong;3525050008;Lengkong;35.25.11.2002
9;Kandangan;3525050009;Kandangan;35.25.11.2003
10;Dungus;3525050010;Dungus;35.25.11.2010
11;Ngabetan;3525050011;Ngabetan;35.25.11.2015
12;Betiting;3525050012;Betiting;35.25.11.2014
13;Ikerikergeger;3525050013;Iker - Iker Geger;35.25.11.2017
14;Cerme Kidul;3525050014;Cerme Kidul;35.25.11.2020
15;Pandu;3525050015;Pandu;35.25.11.2022
16;Jono;3525050016;Jono;35.25.11.2025
17;Tambakberas;3525050017;Tambakberas;35.25.11.2024
18;Cerme Lor;3525050018;Cerme Lor;35.25.11.2021
19;Cagakagung;3525050019;Cagakagung;35.25.11.2019
20;Semampir;3525050020;Semampir;35.25.11.2018
21;Kambingan;3525050021;Kambingan;35.25.11.2012
22;Wedani;3525050022;Wedani;35.25.11.2009
23;Gedangkulut;3525050023;Gedangkulud;35.25.11.2008
24;Padeg;3525050024;Padeg;35.25.11.2016
25;Banjarsari;3525050025;Banjarsari;35.25.11.2023
