No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Temon;3401010;Temon;34.01.01
2;Wates;3401020;Wates;34.01.02
3;Panjatan;3401030;Panjatan;34.01.03
4;Galur;3401040;Galur;34.01.04
5;Lendah;3401050;Lendah;34.01.05
6;Sentolo;3401060;Sentolo;34.01.06
7;Pengasih;3401070;Pengasih;34.01.07
8;Kokap;3401080;Kokap;34.01.08
9;Girimulyo;3401090;Girimulyo;34.01.09
10;Nanggulan;3401100;Nanggulan;34.01.10
11;Kalibawang;3401110;Kalibawang;34.01.12
12;Samigaluh;3401120;Samigaluh;34.01.11
