No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Batubulan;5104010001;Batubulan;51.04.01.2001
2;Batubulan Kangin;5104010002;Batubulan Kangin;51.04.01.2009
3;Ketewel;5104010003;Ketewel;51.04.01.2002
4;Guwang;5104010004;Guwang;51.04.01.2003
5;Sukawati;5104010005;Sukawati;51.04.01.2004
6;Celuk;5104010006;Celuk;51.04.01.2005
7;Singapadu;5104010007;Singapadu;51.04.01.2006
8;Singapadu Tengah;5104010008;Singapadu Tengah;51.04.01.2010
9;Singapadu Kaler;5104010009;Singapadu Kaler;51.04.01.2011
10;Batuan;5104010010;Batuan;51.04.01.2007
11;Batuan Kaler;5104010011;Batuan Kaler;51.04.01.2012
12;Kemenuh;5104010012;Kemenuh;51.04.01.2008
