No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Cimahi Selatan;3277010;Cimahi Selatan;32.77.01
2;Cimahi Tengah;3277020;Cimahi Tengah;32.77.02
3;Cimahi Utara;3277030;Cimahi Utara;32.77.03
