No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pasir Sunur;1377010001;Pasir Sunur;13.77.03.2006
2;Marunggi;1377010002;Marunggi;13.77.03.2017
3;Kampung Apar;1377010003;Kampung Apar;13.77.03.2016
4;Sikabu;1377010004;Sikabu;13.77.03.2013
5;Palak Aneh;1377010005;Palak Aneh;13.77.03.2015
6;Padang Cakur;1377010006;Padang Cakur;13.77.03.2019
7;Taluk;1377010007;Taluk;13.77.03.2018
8;Marabau;1377010008;Marabau;13.77.03.2011
9;Sungai Kasai;1377010009;Sungai Kasai;13.77.03.2014
10;Batang Tajongkek;1377010010;Batang Tajongkek;13.77.03.2012
11;Balai Kurai Taji;1377010011;Balai Kurai Taji;13.77.03.2007
12;Pauh Kurai Taji;1377010012;Pauh Kurai Taji;13.77.03.2008
13;Simpang;1377010013;Simpang;13.77.03.2009
14;Toboh Palabah;1377010014;Toboh Palabah;13.77.03.2010
15;Rambai;1377010018;Rambai;13.77.03.2021
16;Punggung Lading;1377010019;Punggung Lading;13.77.03.2020
