No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Tanjung Seluai;1705041001;Tanjung Seluai;17.05.11.2009
2;Rimbo Kedui;1705041002;Rimbo Kedui;17.05.11.1008
3;Sido Mulyo;1705041003;Sido Mulyo;17.05.11.1011
4;Padang Rambun;1705041004;Padang Rambun;17.05.11.1010
5;Pasar Seluma;1705041005;Pasar Seluma;17.05.11.2004
6;Suka Rami;1705041006;Sukarami;17.05.11.2001
7;Tangga Batu;1705041007;Tangga Batu;17.05.11.2007
8;Padang Genting;1705041008;Padang Genting;17.05.11.2005
9;Sengkuang;1705041009;Sengkuang;17.05.11.2006
10;Tanjung Seru;1705041010;Tanjung Seru;17.05.11.2002
11;Tanjungan;1705041011;Tanjungan;17.05.11.2003
12;Padang Merbau;1705041012;Padang Merbau;17.05.11.2012
