No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Liuk Bulu;6504050001;Liuk Bulu;65.03.16.2009
2;Binanun;6504050002;Binanun;65.03.16.2010
3;Pulau Keras;6504050003;Pulau Keras;65.03.16.2008
4;Sabuluan;6504050004;Sabuluan;65.03.16.2007
5;Tulang;6504050005;Tulang;65.03.16.2006
6;Saduman;6504050006;Saduman;65.03.16.2005
7;Pagaluyon;6504050007;Pagaluyon;65.03.16.2004
8;Mambulu;6504050008;Mambulu;65.03.16.2003
9;Katul;6504050009;Katul;65.03.16.2002
10;Lubok Buat;6504050010;Lubok Buat;65.03.16.2001
