No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Air Hitam Besar;6106010001;Air Hitam Besar;61.04.04.2006
2;Kendawangan Kanan;6106010002;Kendawangan Kanan;61.04.04.2003
3;Bangkal Serai;6106010003;Bangkal Serai;61.04.04.2005
4;Banjar Sari;6106010004;Banjar Sari;61.04.04.2002
5;Kendawangan Kiri;6106010005;Kendawangan Kiri;61.04.04.2001
6;Pangkalan Batu;6106010006;Pangkalan Batu;61.04.04.2004
7;Suka Harapan;6106010007;Suka Harapan;61.04.04.2007
8;Suka Damai;6106010008;Suka Damai;61.04.04.2008
9;Selimatan Jaya;6106010009;Selimantan Jaya;61.04.04.2009
10;Danau Buntar;6106010010;Danau Buntar;61.04.04.2010
11;Mekar Utama;6106010011;Mekar Utama;61.04.04.2011
12;Pembedilan;6106010012;Pembedilan;61.04.04.2012
13;Air Hitam Hulu;6106010013;Airhitam Hulu;61.04.04.2013
14;Natai Kuini;6106010014;Natai Kuini;61.04.04.2014
15;Keramat Jaya;6106010015;Keramat Jaya;61.04.04.2015
16;Seriam;6106010016;Seriam;61.04.04.2016
17;Kedondong;6106010017;Kedondong;61.04.04.2017
18;Sungai Jelayan;6106010018;Sungai Jelayan;61.04.04.2018
19;Air Tarap;6106010019;Air Tarap;61.04.04.2019
