No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Mojo;3506010;Mojo;35.06.02
2;Semen;3506020;Semen;35.06.01
3;Ngadiluwih;3506030;Ngadiluwih;35.06.04
4;Kras;3506040;Kras;35.06.03
5;Ringinrejo;3506050;Ringinrejo;35.06.23
6;Kandat;3506060;Kandat;35.06.05
7;Wates;3506070;Wates;35.06.06
8;Ngancar;3506080;Ngancar;35.06.07
9;Plosoklaten;3506090;Plosoklaten;35.06.09
10;Gurah;3506100;Gurah;35.06.10
11;Puncu;3506110;Puncu;35.06.08
12;Kepung;3506120;Kepung;35.06.18
13;Kandangan;3506130;Kandangan;35.06.19
14;Pare;3506140;Pare;35.06.17
15;Badas;3506141;Badas;35.06.26
16;Kunjang;3506150;Kunjang;35.06.21
17;Plemahan;3506160;Plemahan;35.06.16
18;Purwoasri;3506170;Purwoasri;35.06.15
19;Papar;3506180;Papar;35.06.14
20;Pagu;3506190;Pagu;35.06.11
21;Kayen Kidul;3506191;Kayen Kidul;35.06.24
22;Gampengrejo;3506200;Gampengrejo;35.06.12
23;Ngasem;3506201;Ngasem;35.06.25
24;Banyakan;3506210;Banyakan;35.06.22
25;Grogol;3506220;Grogol;35.06.13
26;Tarokan;3506230;Tarokan;35.06.20
