No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Margomulyo;3522010;Margomulyo;35.22.22
2;Ngraho;3522020;Ngraho;35.22.01
3;Tambakrejo;3522030;Tambakrejo;35.22.02
4;Ngambon;3522040;Ngambon;35.22.03
5;Sekar;3522041;Sekar;35.22.27
6;Bubulan;3522050;Bubulan;35.22.05
7;Gondang;3522051;Gondang;35.22.26
8;Temayang;3522060;Temayang;35.22.21
9;Sugihwaras;3522070;Sugihwaras;35.22.07
10;Kedungadem;3522080;Kedungadem;35.22.08
11;Kepoh Baru;3522090;Kepohbaru;35.22.09
12;Baureno;3522100;Baureno;35.22.10
13;Kanor;3522110;Kanor;35.22.11
14;Sumberejo;3522120;Sumberejo;35.22.12
15;Balen;3522130;Balen;35.22.13
16;Sukosewu;3522140;Sukosewu;35.22.24
17;Kapas;3522150;Kapas;35.22.14
18;Bojonegoro;3522160;Bojonegoro;35.22.15
19;Trucuk;3522170;Trucuk;35.22.23
20;Dander;3522180;Dander;35.22.06
21;Ngasem;3522190;Ngasem;35.22.04
22;Gayam;3522191;Gayam;35.22.28
23;Kalitidu;3522200;Kalitidu;35.22.16
24;Malo;3522210;Malo;35.22.17
25;Purwosari;3522220;Purwosari;35.22.18
26;Padangan;3522230;Padangan;35.22.19
27;Kasiman;3522240;Kasiman;35.22.20
28;Kedewan;3522241;Kedewan;35.22.25
