No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Sirnagalih;3206200001;Sirnagalih;32.06.27.2014
2;Kersamaju;3206200002;Kersamaju;32.06.27.2001
3;Tanjungkarang;3206200003;Tanjungkarang;32.06.27.2015
4;Nangtang;3206200004;Nangtang;32.06.27.2002
5;Pusparaja;3206200005;Pusparaja;32.06.27.2003
6;Jayapura;3206200006;Jayapura;32.06.27.2004
7;Lengkongjaya;3206200007;Lengkongjaya;32.06.27.2005
8;Tenjonagara;3206200008;Tenjonagara;32.06.27.2012
9;Nanggerang;3206200009;Nangerang;32.06.27.2006
10;Sukamanah;3206200010;Sukamanah;32.06.27.2007
11;Sirnaputra;3206200011;Sirnaputra;32.06.27.2016
12;Sirnaraja;3206200012;Sirnaraja;32.06.27.2008
13;Cigalontang;3206200013;Cigalontang;32.06.27.2013
14;Puspamukti;3206200014;Puspamukti;32.06.27.2011
15;Cidugaleun;3206200015;Cidugaleun;32.06.27.2009
16;Parentas;3206200016;Parentas;32.06.27.2010
