No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Pintu Padang Mandalasena;1203160115;Pintu Padang Mandalasena;12.03.05.2076
2;Silangkitang Tambiski;1203160116;Silangkitang Tambiski;12.03.05.2078
3;Parau Sorat Sitabo Tabo;1203160117;Parau Sorat Sitabo-tabo;12.03.05.2075
4;Sunge Sigiring Giring;1203160118;Sunge Sigiring-giring;12.03.05.2077
5;Ulu Mamis Situnggaling;1203160119;Ulu Mamis Situnggaling;12.03.05.2074
6;Sipagimbar;1203160120;---;---
7;Sidapdap Simanosor;1203160121;Sidapdap Simanosor;12.03.05.2069
8;Aek Simotung;1203160122;Aek Simotung;12.03.05.1080
9;Saut Banua Simanosor;1203160123;Saut Banua Simanosor;12.03.05.2070
10;Batang Parsuluman;1203160124;Batang Parsuluman;12.03.05.2079
11;Damparan Haunatas;1203160125;Damparan Haunatas;12.03.05.2071
12;Simangambat;1203160126;Simangambat;12.03.05.2018
13;Somba Debata Purba;1203160127;Somba Debata Purba;12.03.05.2072
14;Padang Mandailing Garugur;1203160128;Padang Mandailing Garugur;12.03.05.2073
