No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Seneubok Alur Bulah;1103022001;Seuneubok Alur Buloh;11.01.17.2004
2;Alurduamas;1103022002;Alurduamas;11.01.17.2010
3;Jambo Keupok;1103022003;Jambo Keupok;11.01.17.2009
4;Ujung Tanoh;1103022004;Ujong Tanoh;11.01.17.2005
5;Beutong;1103022005;Beutong;11.01.17.2008
6;Ujung Gunong Rayek;1103022006;Ujong Gunung Rayeuk;11.01.17.2007
7;Ujung Gunung Cut;1103022007;Ujong Gunong Cut;11.01.17.2006
8;Rambong;1103022008;Rambong;11.01.17.2002
9;Seuneubok Keuranji;1103022009;Seuneubok Keuranji;11.01.17.2003
10;Bukit Gading;1103022010;Buket Gadeng;11.01.17.2001
