No;Nama Desa / Kelurahan;Kode Desa / Kelurahan;Nama Desa / Kelurahan;Kode Desa / Kelurahan
1;Mns Aki Neungoh;1118080001;Aki Neungoh;11.18.06.2039
2;Mns Abah Lueng;1118080002;Abah Lueng;11.18.06.2038
3;Meunasah Jijiem;1118080003;---;---
4;Mns Sarah Panyang;1118080004;Sarah Panyang;11.18.06.2037
5;Mns Blang Sukon;1118080005;Blang Sukon;11.18.06.2030
6;Mns Kayee Jatoe;1118080006;Kayee Jatoe;11.18.06.2031
7;Mns Blang Baro;1118080007;Blang Baro;11.18.06.2032
8;Mns Blang Iboih;1118080008;Blang Iboh;11.18.06.2029
9;Mns Dayah Langien;1118080009;Dayah Langgien;11.18.06.2027
10;Mns Blang Krueng;1118080010;Blang Krueng;11.18.06.2035
11;Meunasah Alue;1118080011;Abah Lueng;11.18.06.2038
12;Mns Tanoh Mirah;1118080012;Tanoh Mirah;11.18.06.2042
13;Mns Ujong Leubat;1118080013;Ujong Lebat;11.18.06.2040
14;Mns Tualada;1118080014;Tuha Lada;11.18.06.2024
15;Mns Cut Langien;1118080015;Cut Langgien;11.18.06.2025
16;Meunasah Sagoe;1118080016;---;---
17;Mns Baroh Cot;1118080017;Baroh Cot;11.18.06.2028
18;Meunasah Balee;1118080018;---;---
19;Mns Teungoh;1118080019;Musa Teungoh;11.18.06.2015
20;Mns Baroh Musa;1118080020;Baroh Musa;11.18.06.2014
21;Mns Paru Keude;1118080021;---;---
22;Mns Lancang;1118080022;---;---
23;Mns Udeung;1118080023;Udeung;11.18.06.2017
24;Meunasah Ara;1118080024;---;---
25;Mns Blang Glong;1118080025;Blang Glong;11.18.06.2009
26;Meunasah Keude;1118080026;---;---
27;Mns Pueb Lueng Nibong;1118080027;---;---
28;Mns Daboih;1118080028;Daboih;11.18.06.2006
29;Mns Pulo Rheng;1118080029;Pulo Rheng;11.18.06.2004
30;Mns Gampong;1118080030;Meunasah Gampong;11.18.06.2002
31;Mns Dayah Nyong;1118080031;Dayah Nyong;11.18.06.2005
32;Mns Beurandeh;1118080032;Beurandeh;11.18.06.2007
33;Mns Kayee Raya;1118080033;Kaye Raya;11.18.06.2008
34;Meunasah Siren;1118080034;---;---
35;Meunasah Tutong;1118080035;---;---
36;Mns Manyang;1118080036;Manyang;11.18.06.2020
37;Mns Baroh Lancok;1118080037;Baroh Lancok;11.18.06.2019
38;Meunasah Mesjid;1118080038;---;---
39;Mns Pulo Pueb;1118080039;Pulo Pueb;11.18.06.2022
40;Meunasah Sawang;1118080040;---;---
41;Meunasah Baro;1118080041;Blang Baro;11.18.06.2032
42;Mns Cut Nyong;1118080042;Cut Nyong;11.18.06.2001
43;Mns Paru Cot;1118080043;Paru Cot;11.18.06.2043
