No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Padang Ratu;1805010;Padang Ratu;18.02.03
2;Selagai Lingga;1805011;Selagai Lingga;18.02.20
3;Pubian;1805012;Pubian;18.02.19
4;Anak Tuha;1805013;Anak Tuha;18.02.21
5;Anak Ratu Aji;1805014;Anak Ratu Aji;18.02.27
6;Kalirejo;1805020;Kalirejo;18.02.01
7;Sendang Agung;1805021;Sendang Agung;18.02.22
8;Bangunrejo;1805030;Bangun Rejo;18.02.02
9;Gunung Sugih;1805040;Gunung Sugih;18.02.04
10;Bekri;1805041;Bekri;18.02.15
11;Bumi Ratu Nuban;1805042;Bumi Ratu Nuban;18.02.14
12;Trimurjo;1805050;Trimurjo;18.02.05
13;Punggur;1805060;Punggur;18.02.06
14;Kota Gajah;1805061;Kota Gajah;18.02.23
15;Seputih Raman;1805070;Seputih Raman;18.02.08
16;Terbanggi Besar;1805080;Terbanggi Besar;18.02.07
17;Seputih Agung;1805081;Seputih Agung;18.02.16
18;Way Pengubuan;1805082;Way Pangubuan;18.02.17
19;Terusan Nunyai;1805090;Terusan Nunyai;18.02.13
20;Seputih Mataram;1805100;Seputih Mataram;18.02.11
21;Bandar Mataram;1805101;Bandar Mataram;18.02.18
22;Seputih Banyak;1805110;Seputih Banyak;18.02.10
23;Way Seputih;1805111;Way Seputih;18.02.25
24;Rumbia;1805120;Rumbia;18.02.09
25;Bumi Nabung;1805121;Bumi Nabung;18.02.24
26;Putra Rumbia;1805122;Putra Rumbia;18.02.28
27;Seputih Surabaya;1805130;Seputih Surabaya;18.02.12
28;Bandar Surabaya;1805131;Bandar Surabaya;18.02.26
