No;Nama Kecamatan;Kode Kecamatan;Nama Kecamatan;Kode Kecamatan
1;Batang Angkola;1203010;Batang Angkola;12.03.07
2;Sayur Matinggi;1203011;Sayur Matinggi;12.03.21
3;Tano Tombangan Angkola;1203012;Tano Tombangan Angkola;12.03.30
4;Angkola Timur;1203070;Angkola Timur;12.03.03
5;Angkola Selatan;1203080;Angkola Selatan;12.03.06
6;Angkola Barat;1203090;Angkola Barat;12.03.01
7;Angkola Sangkunur;1203091;Angkola Sangkunur;12.03.31
8;Batang Toru;1203100;Batang Toru;12.03.02
9;Marancar;1203101;Marancar;12.03.20
10;Muara Batang Toru;1203102;Muara Batang Toru;12.03.29
11;Sipirok;1203110;Sipirok;12.03.04
12;Arse;1203120;Arse;12.03.14
13;Saipar Dolok Hole;1203160;Saipar Dolok Hole;12.03.05
14;Aek Bilah;1203161;Aek Bilah;12.03.22
